yyyy, mm, dd, hour, min, seg, altura, periodo, direcao
2006, 11, 28, 19, 20, 0, 1.52, 6.0, 164.5
2006, 11, 28, 22, 21, 0, 1.55, 6.1, 170.79
2006, 11, 29, 1, 20, 0, 1.45, 6.0, 153.34
2006, 11, 29, 4, 21, 0, 1.52, 6.7, 161.55
2006, 11, 29, 7, 23, 0, 1.52, 6.7, 161.4
2006, 11, 29, 10, 23, 0, 1.46, 6.9, 154.53
2006, 11, 29, 13, 23, 0, 1.52, 6.3, 162.09
2006, 11, 29, 16, 21, 0, 1.56, 6.4, 171.1
2006, 11, 29, 19, 20, 0, 1.49, 6.4, 163.3
2006, 11, 29, 22, 21, 0, 1.58, 6.8, 166.81
2006, 11, 30, 1, 22, 0, 1.54, 6.5, 165.39
2006, 11, 30, 4, 22, 0, 1.58, 6.6, 173.87
2006, 11, 30, 7, 22, 0, 1.57, 6.5, 167.53
2006, 11, 30, 10, 22, 0, 1.38, 6.6, 153.65
2006, 11, 30, 13, 23, 0, 1.32, 6.4, 144.74
2006, 11, 30, 16, 21, 0, 1.31, 6.2, 144.04
2006, 11, 30, 19, 21, 0, 1.26, 6.5, 135.42
2006, 11, 30, 22, 19, 0, 1.22, 6.3, 132.74
2006, 12, 1, 1, 18, 0, 1.33, 5.8, 144.7
2006, 12, 1, 4, 19, 0, 1.29, 5.7, 142.51
2006, 12, 1, 7, 19, 0, 1.45, 5.7, 154.52
2006, 12, 1, 10, 19, 0, 1.27, 5.8, 140.36
2006, 12, 1, 13, 18, 0, 1.22, 5.5, 131.76
2006, 12, 1, 16, 20, 0, 1.16, 5.7, 128.97
2006, 12, 1, 19, 19, 0, 1.53, 5.8, 166.46
2006, 12, 1, 22, 20, 0, 1.6, 5.9, 171.47
2006, 12, 2, 1, 21, 0, 1.86, 5.8, 199.87
2006, 12, 2, 4, 21, 0, 1.92, 5.8, 207.11
2006, 12, 2, 6, 3, 0, 1.99, 6.5, 217.02
2006, 12, 2, 7, 21, 0, 1.89, 6.3, 205.88
2006, 12, 2, 10, 23, 0, 1.62, 6.7, 175.33
2006, 12, 4, 17, 11, 0, 0.95, 6.9, 106.31
2006, 12, 4, 19, 10, 0, 1.05, 7.8, 117.49
2006, 12, 4, 21, 12, 0, 1.07, 7.4, 114.2
2006, 12, 4, 23, 11, 0, 1.12, 6.6, 127.26
2006, 12, 5, 1, 11, 0, 1.13, 7.0, 125.57
2006, 12, 5, 3, 11, 0, 1.2, 7.1, 132.82
2006, 12, 5, 5, 13, 0, 1.25, 7.6, 128.79
2006, 12, 5, 7, 12, 0, 1.26, 7.9, 134.76
2006, 12, 5, 9, 13, 0, 1.09, 7.8, 119.6
2006, 12, 11, 3, 10, 0, 1.22, 6.7, 130.48
2006, 12, 18, 19, 12, 0, 1.05, 7.0, 114.92
2006, 12, 18, 21, 13, 0, 1.15, 7.9, 123.09
2006, 12, 18, 23, 13, 0, 1.21, 8.4, 125.17
2006, 12, 19, 1, 14, 0, 1.11, 8.1, 118.56
2006, 12, 19, 3, 13, 0, 1.06, 7.9, 115.03
2006, 12, 19, 5, 12, 0, 1.03, 7.6, 114.96
2006, 12, 19, 7, 12, 0, 1.03, 8.0, 113.06
